Year,Make,Model,Engine,Oil Type,Oil Capacity
2023,Lexus,LS500H,3.5,0W-20,All Wheel Drive 7.1 qts. or Rear Wheel Drive 6 qts. with filter
2023,Lexus,LX600,Turbo 3.5,0W-20,7.7 qts. with filter
2023,Lexus,NX250,2.5,0W-16,4.8 qts. with filter
2023,Lexus,NX350,Turbo 2.4,0W-20,5.9 qts. with filter
2023,Lexus,NX350H,2.5,0W-16,4.8 qts. with filter
2023,Lexus,NX450H+,2.5,0W-16,4.8 qts. with filter
2023,Lexus,RC F,5.0,5W-30,9.3 qts. with filter
2023,Lexus,RC300,3.5,0W-20,6 qts. with filter
2023,Lexus,RC300,Turbo 2.0,0W-20,4.9 qts. with filter
2023,Lexus,RC350,3.5,0W-20,All Wheel Drive 6.8 qts Rear Wheel Drive 6 qts. with filter
2023,Lexus,RX350,3.5,0W-20,5.6 qts. with filter
2023,Lexus,RX350H,3.5,0W-16,4.8 qts. with filter
2023,Lexus,RX500H,Turbo 2.4,0W-20,5.6 qts. with filter
2023,Lexus,UX250H,2.0,0W-16,4.5 qts. with filter
2023,Lincoln,Aviator,Turbo 3.0,5W-30,6 qts. with filter
2023,Lincoln,Corsair,2.5,0W-20,5.7 qts. with filter
2023,Lincoln,Corsair,Turbo 2.0,5W-30,6.1 qts. with filter
2023,Lincoln,Nautilus,Turbo 2.0,5W-30,5.5 qts. with filter
2023,Lincoln,Nautilus,Turbo 2.7,5W-30,6 qts. with filter
2023,Lincoln,Navigator,Turbo 3.5,5W-30,6 qts. with filter
2023,Mazda,CX-30,2.5,0W-20,4.8 qts. with filter
2023,Mazda,CX-30,Turbo 2.5,5W-30,5.1 qts. with filter
2023,Mazda,CX-5,2.5,0W-20,4.8 qts. with filter
2023,Mazda,CX-5,Turbo 2.5,5W-30,5.1 qts. with filter
2023,Mazda,CX-50,2.5,0W-20,4.8 qts. with filter
2023,Mazda,CX-50,Turbo 2.5,5W-30,5.1 qts. with filter
2023,Mazda,CX-9,Turbo 2.5,5W-30,5.1 qts. with filter
2023,Mazda,Mazda 3,2.5,0W-20,4.8 qts. with filter
2023,Mazda,Mazda 3,Turbo 2.5,5W-30,5.1 qts. with filter
2023,Mazda,Miata,2.0,0W-20,4.5 qts. with filter
2023,Mercedes Benz,AMG GT 43,Turbo 3.0,European Car Formula 5W-40 or 5W-30 Synthetic,9 qts. with filter
2023,Mercedes Benz,AMG GT 53,Turbo 3.0,European Car Formula 0W-40 or 5W-40 Synthetic or 0W-20,9 qts. with filter
2023,Mercedes Benz,AMG GT 63,Turbo 4.0,N/A,N/A qts. with filter
2023,Mercedes Benz,AMG GT 63 S,Turbo 4.0,N/A,N/A qts. with filter
2023,Mercedes Benz,AMG GT 63 S E Performance,Turbo 4.0,N/A,N/A qts. with filter
2023,Mercedes Benz,C300,Turbo 2.0,European Car Formula 0W-30 or 0W-40 Synthetic,6.3 qts. with filter
2023,Mercedes Benz,C43 AMG,Turbo 2.0,European Car Formula 5W-40 or 0W-40 Synthetic,6.9 qts. with filter
2023,Mercedes Benz,C43 AMG,Turbo 3.0,European Car Formula 5W-40 or 0W-40 Synthetic,6.9 qts. with filter
2023,Mercedes Benz,C63 AMG S,Turbo 4.0,European Car Formula 0W-40 or 5W-40 Synthetic,9.5 qts. with filter
2023,Mercedes Benz,CLA250,Turbo 2.0,European Car Formula 5W-40 or 5W-30 Synthetic,5.9 qts. with filter
2023,Mercedes Benz,CLA35 AMG,Turbo 2.0,European Car Formula 5W-40 or 5W-30 Synthetic,5.8 qts. with filter
2023,Mercedes Benz,CLA45 AMG,Turbo 2.0,0W-20,6.1 qts. with filter
2023,Mercedes Benz,CLS450,Turbo 3.0,European Car Formula 5W-40 or 5W-30 Synthetic,9 qts. with filter
2023,Mercedes Benz,CLS53 AMG,Turbo 3.0,European Car Formula 5W-30 or 5W-40 Synthetic,9 qts. with filter
2023,Mercedes Benz,E350,Turbo 2.0,European Car Formula 5W-40 or 5W-30 Synthetic,Rear Wheel Drive 7 qts. All Wheel Drive 6.3 qts. with filter
2023,Mercedes Benz,E450,Turbo 3.0,European Car Formula 0W-40 or 5W-40 Synthetic,9 qts. with filter
2023,Mercedes Benz,E53 AMG,Turbo 3.0,European Car Formula 5W-40 or 0W-40 Synthetic,9 qts. with filter
2023,Mercedes Benz,E63 AMG S,Turbo 4.0,European Car Formula 5W-40 or 0W-40 Synthetic,9.5 qts. with filter
2023,Mercedes Benz,G550,Turbo 4.0,European Car Formula 5W-40 or 0W-40 Synthetic or 0W-20,10 qts. with filter
2023,Mercedes Benz,G63 AMG,Turbo 4.0,European Car Formula 0W-40 or 5W-40 Synthetic,10 qts. with filter
2023,Mercedes Benz,GLA250,Turbo 2.0,European Car Formula 5W-40 or 0W-40 Synthetic,5.8 qts. with filter
2023,Mercedes Benz,GLA35 AMG,Turbo 2.0,European Car Formula 5W-40 or 5W-30 Synthetic,5.8 qts. with filter
2023,Mercedes Benz,GLA45 AMG,Turbo 2.0,0W-20,6.1 qts. with filter
2023,Mercedes Benz,GLB250,Turbo 2.0,European Car Formula 5W-30 or 5W-40 Synthetic,5.8 qts. with filter
2023,Mercedes Benz,GLB35 AMG,Turbo 2.0,European Car Formula 5W-40 or 5W-30 Synthetic,5.8 qts. with filter
2023,Mercedes Benz,GLC300,Turbo 2.0,European Car Formula 5W-30 or 5W-40 Synthetic,6.3 qts. with filter
2023,Mercedes Benz,GLC43 AMG,Turbo 3.0,European Car Formula 0W-40 or 5W-40 Synthetic,6.9 qts. with filter
2023,Mercedes Benz,GLE350,Turbo 2.0,European Car Formula 5W-40 or 5W-30 Synthetic,7.4 qts. with filter
2023,Mercedes Benz,GLE450,Turbo 3.0,European Car Formula 5W-40 or 5W-30 Synthetic,9 qts. with filter
2023,Mercedes Benz,GLE53 AMG,Turbo 3.0,European Car Formula 5W-40 or 5W-30 Synthetic,9 qts. with filter
2023,Mercedes Benz,GLE580,Turbo 4.0,European Car Formula 5W-40 or 0W-40 Synthetic,10 qts. with filter
2023,Mercedes Benz,GLE63 AMG S,Turbo 4.0,European Car Formula 0W-40 or 5W-40 Synthetic,10 qts. with filter
2023,Mercedes Benz,GLS450,Turbo 3.0,European Car Formula 5W-40 or 0W-40 Synthetic,9 qts. with filter
2023,Mercedes Benz,GLS580,Turbo 4.0,European Car Formula 5W-40 or 0W-40 Synthetic,10 qts. with filter
2023,Mercedes Benz,GLS63 AMG,Turbo 4.0,European Car Formula 0W-40 or 5W-40 Synthetic,10 qts. with filter
2023,Mercedes Benz,Maybach GLS600,Turbo 4.0,European Car Formula 5W-40 or 0W-40 Synthetic,10 qts. with filter
2023,Mercedes Benz,Maybach S580,Turbo 4.0,European Car Formula 5W-40 or 0W-40 Synthetic,9 qts. with filter
2023,Mercedes Benz,Maybach S680,Turbo 6.0,European Car Formula 5W-40 or 0W-40 Synthetic,10.6 qts. with filter
2023,Mercedes Benz,Metris,Turbo 2.0,European Car Formula 5W-40 or 0W-40 Synthetic,8.1 qts. with filter
2023,Mercedes Benz,S500,Turbo 3.0,European Car Formula 0W-30 or 0W-40 Synthetic,Hybrid 7.7 qts. or Without Hybrid 8.5 qts. with filter
2023,Mercedes Benz,S580,Turbo 3.0,European Car Formula 0W-40 or 5W-40 Synthetic or 0W-20,9 qts. with filter
2023,Mercedes Benz,S580E,Turbo 3.0,European Car Formula 5W-40 or 0W-40 Synthetic,Hybrid 7.7 qts. or Without Hybrid 8.5 qts. with filter
2023,Mercedes Benz,SL55 AMG,Turbo 4.0,European Car Formula 5W-40 or 5W-30 Synthetic,9.5 qts. with filter
2023,Mercedes Benz,SL63 AMG,Turbo 4.0,European Car Formula 5W-40 or 0W-40 Synthetic,9.5 qts. with filter
2023,Mercedes Benz,Sprinter 1500,Turbo 2.0,European Car Formula 0W-40 or 5W-40 Synthetic or 0W-20,11.1 qts. with filter
2023,Mercedes Benz,Sprinter 4500,Diesel 3.0,European Car Formula 5W-40 or 0W-40 Synthetic,13.2 qts. with filter
2023,Mini,Cooper,Turbo 1.5,0W-20,4.8 qts. with filter
2023,Mini,Cooper,Turbo 2.0,0W-20,5.6 qts. with filter
2023,Mini,Cooper Clubman,Turbo 2.0,0W-20,5.6 qts. with filter
2023,Mini,Cooper Countryman,Turbo 1.5,0W-20,4.8 qts. or Variable Fuel Engine 4.5 qts. with filter
2023,Mini,Cooper Countryman,Turbo 2.0,0W-20,5.6 qts. with filter
2023,Mitsubishi,Eclipse Cross,Turbo 1.5,0W-20,4.5 qts. with filter
2023,Mitsubishi,Mirage,1.2,0W-20,3.2 qts. with filter
2023,Mitsubishi,Mirage G4,1.2,0W-20,3.2 qts. with filter
2023,Mitsubishi,Outlander,2.5,0W-20,5.4 qts. with filter
2023,Mitsubishi,Outlander Phev,2.4,N/A,N/A qts. with filter
2023,Mitsubishi,Outlander Sport,2.0,0W-20,4.9 qts. with filter
2023,Mitsubishi,Outlander Sport,2.4,0W-20,4.9 qts. with filter
2023,Nissan,Altima,2.5,0W-20,5.4 qts. with filter
2023,Nissan,Altima,Turbo 2.0,5W-30,5 qts. with filter
2023,Nissan,Armada,5.6,0W-20,6.9 qts. with filter
2023,Nissan,Frontier,3.8,0W-20,5.3 qts. with filter
2023,Nissan,GT-R,Turbo 3.8,0W-40,5.3 qts. with filter
2023,Nissan,Kicks,1.6,0W-20,4.3 qts. with filter
2023,Nissan,Maxima,3.5,0W-20,5.1 qts. with filter
2023,Nissan,Murano,3.5,0W-20,5.1 qts. with filter
2023,Nissan,Pathfinder,3.5,0W-20,5.1 qts. with filter
2023,Nissan,Rogue,1.5,0W-20,5.4 qts. with filter
2023,Nissan,Titan,5.6,0W-20,6.9 qts. with filter
2023,Nissan,Versa,1.6,0W-20,4.3 qts. with filter
2023,Nissan,Z,Turbo 3.0,0W-20,5.6 qts. with filter
2023,Porsche,718 Boxster,4.0,European Car Formula 5W-40 or 0W-40 Synthetic,8.5 qts. with filter
2023,Porsche,718 Boxster,Turbo 2.0,European Car Formula 5W-40 or 0W-40 Synthetic,6 qts. with filter
2023,Porsche,718 Boxster,Turbo 2.5,European Car Formula 5W-40 or 0W-40 Synthetic,6 qts. with filter
2023,Porsche,718 Cayman,4.0,0W-40,8.5 qts. with filter
2023,Porsche,718 Cayman,4.0 Engine Code (DUD),European Car Formula 0W-40 or 5W-40 Synthetic,4.3 qts. with filter
2023,Porsche,718 Cayman,Turbo 2.0,0W-40,6 qts. with filter
2023,Porsche,718 Cayman,Turbo 2.5,0W-40,6 qts. with filter
2023,Porsche,718 Spyder,4.0,European Car Formula 0W-40 or 5W-40 Synthetic,8.5 qts. with filter
2023,Porsche,911,4.0,European Car Formula 5W-40 or 0W-40 Synthetic,4.3 qts. with filter
2023,Porsche,911,Turbo 3.0,0W-20,9.3 qts. or Variable Fuel Engine 8.9 qts. with filter
2023,Porsche,911,Turbo 3.7,0W-40,8.8 qts. with filter
2023,Porsche,Cayenne,Turbo 2.9,0W-30,9.3 qts. with filter
2023,Porsche,Cayenne,Turbo 3.0,0W-20,Variable Fuel Engine 7.6 qts. or Non Variable Fuel 8 qts. with filter
2023,Porsche,Cayenne,Turbo 4.0,0W-40,11.6 qts. or Variable Fuel Engine 11.6 qts. with filter
2023,Porsche,Macan,Turbo 2.0,0W-20,5.5 qts. with filter
2023,Porsche,Macan,Turbo 2.9,0W-30,7.9 qts. with filter
2023,Porsche,Panamera,Turbo 2.9 Engine Code (CSZA),0W-30,7.6 qts. with filter
2023,Porsche,Panamera,Turbo 2.9 Engine Code (DGPA),0W-30,7.2 qts. with filter
2023,Porsche,Panamera,Turbo 2.9 Engine Code (DGPB),0W-30,10 qts. with filter
2023,Porsche,Panamera,Turbo 4.0 Engine Code (CVDE),0W-40,10 qts. with filter
2023,Porsche,Panamera,Turbo 4.0 Engine Code (CVDF),0W-40,9.5 qts. with filter
2023,Porsche,Panamera,Turbo 4.0 Engine Code (DTCA),0W-40,10 qts. with filter
2023,Ram,1500,3.6,0W-20,5 qts. with filter
2023,Ram,1500,5.7,0W-20,7 qts. with filter
2023,Ram,1500,6.2,0W-40,7.5 qts. with filter
2023,Ram,1500,Diesel 3.0,5W-40,8.5 qts. with filter
2023,Ram,1500 Classic,3.6,0W-20,5.9 qts. with filter
2023,Ram,1500 Classic,5.7,0W-20,7 qts. with filter
2023,Ram,2500,6.4,0W-40,7 qts. with filter
2023,Ram,2500,Diesel 6.7,10W-30 Formulate for Diesel Engines,12 qts. with filter
2023,Ram,3500,6.4,0W-40,7 qts. with filter
2023,Ram,3500,Diesel 6.7,10W-30 Formulate for Diesel Engines,12 qts. with filter
2023,Ram,4500,6.4,0W-40,7 qts. with filter
2023,Ram,4500,Diesel 6.7,5W-40 or 15W-40,12 qts. with filter
2023,Ram,5500,6.4,0W-40,7 qts. with filter
2023,Ram,5500,Diesel 6.7,5W-40 or 15W-40,12 qts. with filter
2023,Ram,Promaster 1500,3.6,0W-20,5.9 qts. with filter
2023,Ram,Promaster 2500,3.6,0W-20,5.9 qts. with filter
2023,Ram,Promaster 3500,3.6,0W-20,5.9 qts. with filter
2023,Subaru,Ascent,Turbo 2.4,0W-20,4.8 qts. with filter
2023,Subaru,BRZ,2.4,0W-20,5.3 qts. with filter
2023,Subaru,Crosstrek,2.0,0W-20,4.6 qts. with filter
2023,Subaru,Crosstrek,2.5,0W-20,4.4 qts. with filter
2023,Subaru,Forester,2.5,0W-20,4.4 qts. with filter
2023,Subaru,Impreza,2.0,0W-20,4.6 qts. with filter
2023,Subaru,Legacy,2.5,0W-20,4.4 qts. with filter
2023,Subaru,Legacy,Turbo 2.4,0W-20,4.8 qts. with filter
2023,Subaru,Outback,2.5,0W-20,4.4 qts. with filter
2023,Subaru,Outback,Turbo 2.4,0W-20,4.8 qts. with filter
2023,Subaru,WRX,Turbo 2.4,N/A,N/A qts. with filter
2023,Toyota,4-Runner,4.0,0W-20,6.6 qts. with filter
2023,Toyota,Camry,2.5,0W-16,4.8 qts. with filter
2023,Toyota,Camry,3.5,0W-20,5.7 qts. with filter
2023,Toyota,Corolla,1.8,0W-16,4.4 qts. with filter
2023,Toyota,Corolla,2.0,0W-8 or 0W-16 if 0W-8 is unavailable,4.9 qts. or Variable Fuel 4.4 qts. with filter
2023,Toyota,Crown,2.5,N/A,N/A qts. with filter
2023,Toyota,Crown,Turbo 2.4,0W-20,5.6 qts. with filter
2023,Toyota,GR Corolla,Turbo 1.6,0W-20,4.5 qts. with filter
2023,Toyota,GR Supra,Turbo 2.0,0W-20,5.5 qts. with filter
2023,Toyota,GR Supra,Turbo 3.0,0W-20,6.9 qts. with filter
2023,Toyota,GR86,2.4,0W-20,5.3 qts. with filter
2023,Toyota,Highlander,2.5,0W-16,4.8 qts. with filter
2023,Toyota,Highlander,Turbo 2.4,0W-20,5.6 qts. with filter
2023,Toyota,Land Cruiser,5.7,0W-20,8.5 qts. with filter
2023,Toyota,Prius,2.0,0W-16,4.4 qts. with filter
2023,Toyota,Prius AWD-E,2.0,0W-16,4.4 qts. with filter
2023,Toyota,Rav4,2.5,0W-16,4.8 qts. with filter
2023,Toyota,Rav4 Prime,2.5,0W-16,4.8 qts. with filter
2023,Toyota,Sequoia,Turbo 3.5,0W-20,7.4 qts. with filter
2023,Toyota,Sienna,2.5,0W-16,4.8 qts. with filter
2023,Toyota,Tacoma,2.7,0W-20,6.2 qts. with filter
2023,Toyota,Tacoma,3.5,0W-20,6.2 qts. with filter
2023,Toyota,Tundra,Turbo 3.5,0W-20,7.7 qts. with filter
2023,Toyota,Venza,2.5,0W-16,4.8 qts. with filter
2023,Volkswagen,Arteon,Turbo 2.0,0W-30,6 qts. with filter
2023,Volkswagen,Atlas,3.6,0W-30,5.8 qts. with filter
2023,Volkswagen,Atlas,Turbo 2.0,0W-30,6 qts. with filter
2023,Volkswagen,Atlas Cross Sport,3.6,0W-30,5.8 qts. with filter
2023,Volkswagen,Atlas Cross Sport,Turbo 2.0,0W-30,6 qts. with filter
2023,Volkswagen,GTI,Turbo 2.0,0W-20,6 qts. with filter
2023,Volkswagen,Golf R,Turbo 2.0,0W-30,6 qts. with filter
2023,Volkswagen,Jetta,Turbo 1.5,0W-20,4.5 qts. with filter
2023,Volkswagen,Jetta,Turbo 2.0,0W-20,6 qts. with filter
2023,Volkswagen,Passat,Turbo 2.0,0W-20,6 qts. with filter
2023,Volkswagen,Taos,Turbo 1.5,0W-20,4.5 qts. with filter
2023,Volkswagen,Tiguan,Turbo 2.0,0W-20,6 qts. with filter
2023,Volvo,S60,Turbo 2.0,0W-20,6.4 qts. with filter
2023,Volvo,S90,Turbo 2.0,0W-20,6.4 qts. with filter
2023,Volvo,V60,Turbo 2.0,0W-20,6.4 qts. with filter
2023,Volvo,V60 Cross Country,Turbo 2.0,0W-20,6.4 qts. with filter
2023,Volvo,V90,Turbo 2.0,0W-20,6.4 qts. with filter
2023,Volvo,V90 Cross Country,Turbo 2.0,0W-20,6.4 qts. with filter
2023,Volvo,XC40,Turbo 2.0,0W-20,5.9 qts. with filter
2023,Volvo,XC60,Turbo 2.0,0W-20,6.4 qts. with filter
2023,Volvo,XC90,Turbo 2.0,0W-20,6.4 qts. with filter
2021,Acura,ILX,2.4,0W-20,4.6 qts. with filter
2021,Acura,NSX,Turbo 3.5,0W-40,8.3 qts. with filter
2021,Acura,RDX,Turbo 2.0,0W-20,5 qts. with filter
2021,Acura,TLX,2.0,0W-20,5.1 qts. with filter
2021,Acura,TLX,3.5,0W-20,4.5 qts. with filter
2021,Alfa Romeo,Giulia,Turbo 2.0,0W-30,5.5 qts. with filter
2021,Alfa Romeo,Giulia,Turbo 2.9,European Car Formula 5W-40 Synthetic,7.4 qts. with filter
2021,Alfa Romeo,Stelvio,Turbo 2.0,0W-30,5.5 qts. with filter
2021,Alfa Romeo,Stelvio,Turbo 2.9,European Car Formula 5W-40 Synthetic,7.4 qts. with filter
2021,Audi,A4 Quattro,Turbo 2.0,0W-20,5.5 qts. with filter
2021,Audi,A5 Quattro,Turbo 2.0,0W-20,5.5 qts. with filter
2021,Audi,A5 Sportback,Turbo 2.0,0W-20,5.5 qts. with filter
2021,Audi,A6 Allroad,Turbo 3.0,0W-20,8 qts. with filter
2021,Audi,A6 Quattro,Turbo 2.0,0W-20,5.5 qts. with filter
2021,Audi,A6 Quattro,Turbo 3.0,0W-20,8 qts. with filter
2021,Audi,A7 Quattro,Turbo 3.0,0W-20,8 qts. with filter
2021,Audi,A8 Quattro,Turbo 3.0,0W-20,55 TSFI 8 qts. 60 TSFI 7.6 qts. with filter
2021,Audi,A8 Quattro,Turbo 4.0,0W-30,10 qts. with filter
2021,Audi,Allroad Quattro,Turbo 2.0,0W-30,5.5 qts. with filter
2021,Audi,Q3,Turbo 2.0,0W-20,6 qts. with filter
2021,Audi,Q5,Turbo 2.0,0W-20 or 5W-40,5.5 qts. with filter
2021,Audi,Q5 PHEV,Turbo 2.0,0W-20,5.5 qts. with filter
2021,Audi,Q5 Sportback,Turbo 2.0,0W-20,5.5 qts. with filter
2021,Audi,Q7,Turbo 3.0,0W-20,8 qts. with filter
2021,Audi,Q8,Turbo 3.0,0W-20,8 qts. with filter
2021,Audi,R8,5.2,0W-30,8.8 qts. with filter
2021,Audi,RS Q8,Turbo 4.0,0W-40,10 qts. with filter
2021,Audi,RS5,Turbo 2.9,0W-30,8 qts. with filter
2021,Audi,RS5 Sportback,Turbo 2.9,0W-30,8 qts. with filter
2021,Audi,RS6 Avant,Turbo 4.0,0W-40,10 qts. with filter
2021,Audi,RS7 Sportback,Turbo 4.0,0W-40,10 qts. with filter
2021,Audi,S4,Turbo 3.0,0W-20,7.7 qts. with filter
2021,Audi,S5,Turbo 3.0,0W-20,7.7 qts. with filter
2021,Audi,S5 Sportback,Turbo 3.0,0W-20,7.6 qts. with filter
2021,Audi,S6,Turbo 2.9,0W-30,8 qts. with filter
2021,Audi,S7,Turbo 2.9,0W-30,8 qts. with filter
2021,Audi,S8,Turbo 4.0,0W-30,10 qts. with filter
2021,Audi,SQ5,Turbo 3.0,0W-20,7.7 qts. with filter
2021,Audi,SQ5 Sportback,Turbo 3.0,N/A,N/A qts. with filter
2021,Audi,SQ7,Turbo 4.0,0W-40,10 qts. with filter
2021,Audi,SQ8,Turbo 4.0,0W-40,10 qts. with filter
2021,Audi,TT Quattro,Turbo 2.0,0W-20,6 qts. with filter
2021,Audi,TT RS Quattro,Turbo 2.5,0W-30,7.5 qts. with filter
2021,Audi,TTS Quattro,Turbo 2.0,0W-30,6 qts. with filter
2021,BMW,228I XDrive Gran Coupe,Turbo 2.0,0W-20 or 0W-30,N/A qts. with filter
2021,BMW,230I,Turbo 2.0,0W-20,5.6 qts. with filter
2021,BMW,230I XDrive,Turbo 2.0,0W-20,5.6 qts. with filter
2021,BMW,330E,Turbo 2.0,0W-20,5.6 qts. with filter
2021,BMW,330E XDrive,Turbo 2.0,0W-20,5.6 qts. with filter
2021,BMW,330i,Turbo 2.0,0W-20,5.6 qts. with filter
2021,BMW,330xi,Turbo 2.0,0W-20,5.6 qts. with filter
2021,BMW,430l,Turbo 2.0,0W-20,5.6 qts. with filter
2021,BMW,430l XDrive,Turbo 2.0,0W-20,5.6 qts. with filter
2021,BMW,530E,Turbo 2.0,0W-20,5.6 qts. with filter
2021,BMW,530E XDrive,Turbo 2.0,0W-20,5.6 qts. with filter
2021,BMW,530i,Turbo 2.0,0W-20,5.6 qts. with filter
2021,BMW,530xi,Turbo 2.0,0W-20,5.6 qts. with filter
2021,BMW,540i,Turbo 3.0,0W-20,6.9 qts. with filter
2021,BMW,540l XDrive,Turbo 3.0,0W-20,6.9 qts. with filter
2021,BMW,740E XDrive,Turbo 2.0,0W-20,5.5 qts. with filter
2021,BMW,740i,Turbo 3.0,0W-20,6.9 qts. with filter
2021,BMW,740l XDrive,Turbo 3.0,0W-20,6.9 qts. with filter
2021,BMW,745E XDrive,Turbo 3.0,0W-20,6.9 qts. with filter
2021,BMW,750xi,Turbo 4.4,0W-30,11.1 qts. with filter
2021,BMW,840l,Turbo 3.0,0W-20,6.9 qts. with filter
2021,BMW,840l Gran Coupe,Turbo 3.0,0W-20,6.9 qts. with filter
2021,BMW,840l XDrive,Turbo 3.0,0W-20,6.9 qts. with filter
2021,BMW,840l XDrive Gran Coupe,Turbo 3.0,0W-20,6.9 qts. with filter
2021,BMW,Alpina XB7,Turbo 4.4,N/A,N/A qts. with filter
2021,BMW,I3,0.6,0W-30,2.7 qts. with filter
2021,BMW,I3S,0.6,0W-30,2.7 qts. with filter
2021,BMW,M2,Turbo 3.0,0W-30,6.9 qts. with filter
2021,BMW,M235l XDrive Gran Coupe,Turbo 2.0,0W-20,5.6 qts. with filter
2021,BMW,M240l,Turbo 3.0,0W-20,6.6 qts. with filter
2021,BMW,M3,Tubo 3.0,N/A,N/A qts. with filter
2021,BMW,M340l,Turbo 3.0,0W-20,6.9 qts. with filter
2021,BMW,M340l XDrive,Turbo 3.0,0W-20,6.9 qts. with filter
2021,BMW,M4,Turbo 3.0,0W-20,6.9 qts. with filter
2021,BMW,M440I XDrive,Turbo 3.0,N/A,N/A qts. with filter
2021,BMW,M5,Turbo 4.4,0W-30,10.6 qts. with filter
2021,BMW,M550I XDrive,Turbo 4.4,0W-30,11.1 qts. with filter
2021,BMW,M760I XDrive,Turbo 6.6,0W-30,12.7 qts. with filter
2021,BMW,M8,Turbo 4.4,0W-30,10.6 qts. with filter
2021,BMW,M8 Gran Coupe,Turbo 4.4,0W-30,10.6 qts. with filter
2021,BMW,M850I XDrive,Turbo 4.4,0W-30,11.1 qts. with filter
2021,BMW,M850l XDrive Gran Coupe,Turbo 4.4,0W-30,11.1 qts. with filter
2021,BMW,X1,Turbo 2.0,0W-20,5.6 qts. with filter
2021,BMW,X2,Turbo 2.0,0W-20,5.6 qts. with filter
2021,BMW,X3,Turbo 2.0,0W-20,5.6 qts. with filter
2021,BMW,X3,Turbo 3.0 Engine Code(B58B3001),0W-20,6.9 qts. with filter
2021,BMW,X3,Turbo 3.0 Engine Code(S58B30T0),0W-30,7.4 qts. with filter
2021,BMW,X4,Turbo 2.0,0W-20,5.6 qts. with filter
2021,BMW,X4,Turbo 3.0 Engine Code(B58B3M0),0W-20,6.9 qts. with filter
2021,BMW,X4,Turbo 3.0 Engine Code(S58B30T0),0W-30,7.4 qts. with filter
2021,BMW,X5,Turbo 3.0,0W-20,6.9 qts. with filter
2021,BMW,X5,Turbo 4.4 Engine Code (N63B44T3) or (N63B44M0),0W-30,11.1 qts. with filter
2021,BMW,X5,Turbo 4.4 Engine Code (S63B44T4),0W-30,10.6 qts. with filter
2021,BMW,X6,Turbo 3.0,0W-20,6.9 qts. with filter
2021,BMW,X6,Turbo 4.4 Engine Code (N63B44T3),0W-30,11.1 qts. with filter
2021,BMW,X6,Turbo 4.4 Engine Code (S63B44T4),0W-30,10.6 qts. with filter
2021,BMW,X7,Turbo 3.0,0W-20,6.9 qts. with filter
2021,BMW,X7,Turbo 4.4,0W-30,11.1 qts. with filter
2021,BMW,Z4,Turbo 2.0,0W-20,5.6 qts. with filter
2021,BMW,Z4,Turbo 3.0,0W-20,6.9 qts. with filter
2021,Buick,Enclave,3.6,5W-30,6 qts. with filter
2021,Buick,Encore,Turbo 1.4,5W-30,4.2 qts. with filter
2021,Buick,Encore GX,Turbo 1.2,5W-30,4.2 qts. with filter
2021,Buick,Encore GX,Turbo 1.3,0W-20,4.8 qts. with filter
2021,Buick,Envision,Turbo 2.0,0W-20,5.3 qts. with filter
2021,Buick,LaCrosse,2.5,0W-20,5 qts. with filter
2021,Buick,LaCrosse,3.6,5W-30,6 qts. with filter
2021,Buick,Regal Sportback,3.6,5W-30,6 qts. with filter
2021,Buick,Regal Sportback,Turbo 2.0,5W-30,All Wheel Drive 6 qts. Front Wheel Drive 5 qts. with filter
2021,Buick,Regal TourX,Turbo 2.0,5W-30,6 qts. with filter
2021,Cadillac,CT4,Turbo 2.0,0W-30,5.3 qts. with filter
2021,Cadillac,CT4,Turbo 2.7,5W-30,6 qts. with filter
2021,Cadillac,CT5,Turbo 2.0,0W-20,5.3 qts. with filter
2021,Cadillac,CT5,Turbo 3.0,5W-30,All Wheel Drive 6.6 or Rear Wheel Drive 6 qts. with filter
2021,Cadillac,CT6,3.6,5W-30,6 qts. with filter
2021,Cadillac,CT6,Turbo 4.2,0W-40,9 qts. with filter
2021,Cadillac,Escalade,6.2,0W-20,8 qts. with filter
2021,Cadillac,Escalade,Diesel 3.0,N/A,N/A qts. with filter
2021,Cadillac,XT4,Turbo 2.0,0W-20,5.3 qts. with filter
2021,Cadillac,XT5,3.6,5W-30,6 qts. with filter
2021,Cadillac,XT5,Turbo 2.0,0W-20,5.3 qts. with filter
2021,Cadillac,XT6,3.6,5W-30,6 qts. with filter
2021,Cadillac,XT6,Turbo 2.0,0W-20,5.3 qts. with filter
2021,Chevrolet,Camaro,3.6,5W-30,With Oil Cooler 6 qts. Without Oil Cooler 5.5 qts. with filter
2021,Chevrolet,Camaro,6.2,0W-40,10 qts. with filter
2021,Chevrolet,Camaro,Turbo 2.0,5W-30,With Oil Cooler 5.5 qts. Without Oil Cooler 5 qts. with filter
2021,Chevrolet,Corvette,6.2,0W-40,7.5 qts. with filter
2021,Chevrolet,Malibu,Turbo 1.5,0W-20,4.2 qts. with filter
2021,Chevrolet,Malibu,Turbo 2.0,5W-30,5 qts. with filter
2021,Chevrolet,Spark,1.4,0W-20,4.2 qts. with filter
2021,Chevrolet Trucks,Blazer,2.5,0W-20,5 qts. with filter
2021,Chevrolet Trucks,Blazer,3.6,5W-30,6 qts. with filter
2021,Chevrolet Trucks,Blazer,Turbo 2.0,0W-20,5.3 qts. with filter
2021,Chevrolet Trucks,Colorado,2.5,0W-20,5 qts. with filter
